selector,file,action,reason,original_declarations,new_declarations
"}

/* ========================================
   RESPONSIVE DESIGN
======================================== */

@media (max-width: 768px)",pages/auth.css,trimmed (overlap removed),Removed overlapping properties ['align-items'] from lower-priority definition,".auth-page {
    padding: var(--spacing-4); align-items: flex-start; padding-top: var(--spacing-8)",".auth-page {
    padding: var(--spacing-4); padding-top: var(--spacing-8)"
.tabs-nav::-webkit-scrollbar,pages/schools_students/students/student-details.css,dropped (covered by higher priority),.tabs-nav::-webkit-scrollbar in pages/schools_students/students/student-details.css fully subset of accumulated higher-priority declarations,display: none,
"}

/* ========================================
   ACCESSIBILITY
======================================== */

@media (prefers-reduced-motion: reduce)",pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,".page-header {
    animation: none; transition: none",".page-header {
    animation: none"
"}

/* ========================================
   ACCESSIBILITY
======================================== */

@media (prefers-reduced-motion: reduce)",pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,".meeting-records__header,
  .meeting-records__filters,
  .help-card {
    animation: none; transition: none",".meeting-records__header,
  .meeting-records__filters,
  .help-card {
    animation: none"
"/* ========================================
   MEETING RECORDS HEADER
======================================== */

.meeting-records__header",pages/meetings/meeting-records.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'gap', 'justify-content', 'margin-bottom'] from lower-priority definition",align-items: flex-start; background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); display: flex; gap: var(--spacing-6); justify-content: space-between; margin-bottom: var(--spacing-8); padding: var(--spacing-8),background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); padding: var(--spacing-8)
.meeting-records__title-section,features/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.meeting-records__title-section,pages/meetings/meeting-records.css,dropped (covered by higher priority),.meeting-records__title-section in pages/meetings/meeting-records.css fully subset of accumulated higher-priority declarations,flex: 1; min-width: 300px,
.meeting-records__title-section,pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.meeting-records__title,pages/meetings/meeting-records.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'color', 'display', 'font-size', 'font-weight', 'gap', 'margin-bottom'] from lower-priority definition",align-items: center; color: var(--color-text-primary); display: flex; font-size: var(--font-size-3xl); font-weight: var(--font-weight-bold); gap: var(--spacing-3); line-height: 1.2; margin-bottom: var(--spacing-3),line-height: 1.2
.meeting-records__title,pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.meeting-records__title,pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.meeting-records__title-icon,pages/meetings/meeting-records.css,dropped (covered by higher priority),.meeting-records__title-icon in pages/meetings/meeting-records.css fully subset of accumulated higher-priority declarations,color: var(--color-primary); flex-shrink: 0,
.meeting-records__subtitle,pages/meetings/meeting-records.css,dropped (covered by higher priority),.meeting-records__subtitle in pages/meetings/meeting-records.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); font-size: var(--font-size-base); line-height: 1.5; margin: 0,
.meeting-stat-card:hover,features/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.meeting-form__header,features/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['align-items'] from lower-priority definition,align-items: stretch; flex-direction: column,flex-direction: column
.meeting-form__header,pages/meetings/meeting-form.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'flex-direction'] from lower-priority definition",align-items: stretch; flex-direction: column; padding: var(--spacing-6),padding: var(--spacing-6)
.meeting-form__header,pages/meetings/meeting-form.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.meeting-form__title-section,pages/meetings/meeting-form.css,dropped (covered by higher priority),.meeting-form__title-section in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,flex: 1,
.meeting-form__title,pages/meetings/meeting-form.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'color', 'display', 'font-size', 'font-weight', 'gap', 'margin'] from lower-priority definition",align-items: center; color: var(--color-text-primary); display: flex; font-size: var(--font-size-3xl); font-weight: var(--font-weight-bold); gap: var(--spacing-3); line-height: 1.2; margin: 0 0 var(--spacing-3) 0,line-height: 1.2
.meeting-form__title,pages/meetings/meeting-form.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.meeting-form__title,pages/meetings/meeting-form.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.meeting-form__student-info,features/meeting-records.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'gap'] from lower-priority definition",align-items: flex-start; flex-direction: column; gap: var(--spacing-2),flex-direction: column
.meeting-form__student-info,pages/meetings/meeting-form.css,dropped (covered by higher priority),.meeting-form__student-info in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,"align-items: center; background-color: var(--color-primary-light); border: 1px solid rgba(52, 152, 219, 0.2); border-radius: var(--border-radius-lg); display: flex; font-size: var(--font-size-sm); gap: var(--spacing-3); padding: var(--spacing-4) var(--spacing-5)",
.meeting-form__student-info,pages/meetings/meeting-form.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'flex-direction', 'gap'] from lower-priority definition",align-items: flex-start; flex-direction: column; gap: var(--spacing-2),
.student-name,pages/meetings/meeting-form.css,dropped (covered by higher priority),.student-name in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,color: var(--color-primary); font-weight: var(--font-weight-semibold),
.student-class,pages/meetings/meeting-form.css,dropped (covered by higher priority),.student-class in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary),
.academic-year,pages/meetings/meeting-form.css,dropped (covered by higher priority),.academic-year in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary),
.form-section,features/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['box-shadow'] from lower-priority definition,box-shadow: none; break-inside: avoid,break-inside: avoid
.form-section,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-3),
.form-section--iep,pages/meetings/meeting-form.css,dropped (covered by higher priority),.form-section--iep in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,"background-color: rgba(243, 156, 18, 0.02); border-left: 4px solid var(--color-warning)",
.form-section--iep,pages/meetings/meeting-form.css,dropped (covered by higher priority),.form-section--iep in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,border-left-width: 6px,
.form-section--iep-details,pages/meetings/meeting-form.css,dropped (covered by higher priority),.form-section--iep-details in pages/meetings/meeting-form.css fully subset of accumulated higher-priority declarations,"background-color: rgba(243, 156, 18, 0.05); border-left: 4px solid var(--color-warning)",
.form-section__header,features/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
